full.name,ip.address,region,in.store,age,items,amount
Faviola Christiansen,,2,0,74,5,491.66
Tyrone Farrell,,2,0,62,6,408.56
Kirk Jerde,26.173.143.203,3,1,28,7,742.61
Birgit D'Amore,49.193.13.47,4,1,37,4,65.059
Davis Auer,,2,0,82,2,195.38
Elsa Schneider,,3,0,51,4,1724.2
Douglass Denesik,5.206.86.44,3,1,51,3,211.09
Neville Simonis,,4,0,38,3,597.87
Renae Murazik,,2,0,54,7,288.35
Owen Abernathy,158.170.173.42,4,1,29,4,866.39
Nelson Bogan,,2,0,78,3,289.85
Jay Beahan,,4,0,53,1,2052.1
Lee Frami,,4,0,59,2,2118.8
Renaldo King,,3,0,58,7,1923.2
Rayford Watsica,149.166.156.57,4,1,42,8,51.318
Joel Jerde,200.94.13.212,1,1,32,4,1234.0
Sophie Deckow,,3,0,58,2,1518.3
Laura Leuschke,243.9.29.177,4,1,35,4,359.66
Marisha Green,,4,0,50,3,2716.1
Michele Paucek,139.204.82.102,4,1,20,4,244.86
Errol Prosacco,,2,0,65,2,190.8
Prince Mante,,3,0,28,6,2658.2
Sheri Wolff,,4,0,47,4,466.35
Ray Quigley,189.33.123.208,1,1,44,8,704.3
Rosita Murray,,2,0,68,6,17.181
Jamar Bergstrom,,4,0,49,7,414.61
Romona Mraz,223.91.77.186,4,1,38,5,1397.2
Xavier Gislason,236.63.130.193,1,1,47,4,535.77
Berry Stracke,,2,0,42,1,237.93
Craig Fadel,123.22.118.66,1,1,64,5,434.21
Rashad Bayer,186.84.76.27,4,1,33,3,1355.2
Rolland Mann,253.3.247.29,1,1,61,4,761.59
Kali Marquardt,160.231.132.223,1,1,47,5,706.32
Jarvis McGlynn,188.205.130.137,4,1,37,4,1051.3
Reta Mueller,,2,0,72,3,159.51
Cyril Rolfson,,4,0,38,4,2229.6
Darius Kub,,3,0,48,1,378.93
Dean Jakubowski,17.99.69.11,3,1,46,7,671.41
Dana Vandervort,,3,0,40,8,2334.6
Sha Blanda,,3,0,23,2,2098.0
Adrien Bradtke,,2,0,70,4,337.18
Dede Purdy,,2,0,77,4,160.77
Gabriel Windler,,4,0,58,7,752.12
Charley Keebler,71.37.252.232,3,1,54,8,411.49
Ardis Lindgren,10.228.210.51,4,1,53,1,981.17
Cheryl Fay,18.160.66.56,4,1,47,2,1830.1
Craig Tromp,,4,0,49,4,2155.3
Merlin Farrell,201.142.27.72,1,1,39,6,1320.1
Kurt Krajcik,,4,0,22,6,153.17
Cleo Gutmann,,2,0,61,7,248.18
Merlin Hills,,4,0,24,7,2705.3
Jack Green,,2,0,50,8,61.734
Brook Herzog,96.216.162.187,3,1,73,7,825.75
Antionette Casper,140.141.30.45,3,1,56,5,996.13
Annabelle Hamill,232.64.4.155,3,1,58,7,158.32
Tory Mayer,137.82.33.204,3,1,62,5,162.96
Xochitl Jakubowski,211.236.237.52,1,1,49,7,1747.1
Hiram McDermott,188.43.104.159,1,1,25,1,136.72
Eusebio Becker,12.129.248.89,3,1,72,7,474.87
Max Zboncak,,2,0,59,5,26.7
Devon Kuhn,,2,0,33,2,459.84
Scotty Hettinger,,2,0,81,8,129.31
Miesha Runte,203.223.199.231,3,1,49,6,770.63
Alecia Moore,171.24.181.76,1,1,23,4,547.37
Thanh Kemmer,,2,0,43,6,34.423
Brandon Leuschke,243.216.103.97,4,1,47,3,173.89
Gerry Lindgren,,3,0,24,2,696.31
Evita Feeney,11.211.101.141,1,1,43,2,77.603
Paulina Torp,158.204.150.25,1,1,47,4,1869.0
Billye Lebsack,,3,0,56,6,1301.7
Rudolph Hilll,,2,0,83,1,448.32
Nellie Hahn,237.78.29.18,4,1,36,3,420.23
Doria Metz,,2,0,46,4,128.77
Marty Nader,132.231.74.57,3,1,24,8,375.66
Suzy McKenzie,,2,0,70,2,388.77
Hattie Jacobson,1.180.24.33,4,1,28,1,76.874
Chuck Farrell,,4,0,54,4,987.19
Maia Schuster,,3,0,38,3,2919.8
Janene Hills,82.113.82.174,3,1,29,6,365.59
Kerry Haag,75.221.10.91,4,1,37,3,978.23
Kaitlin Skiles,75.157.122.121,1,1,62,6,446.94
Marcelo Romaguera,,2,0,29,5,95.435
Claud Padberg,,4,0,23,3,144.04
Aimee Gaylord,,4,0,28,7,2427.4
Lou Monahan,6.228.214.67,3,1,64,7,57.61
Argentina Wisoky,21.145.152.186,3,1,67,4,141.69
Macie Bartoletti,,4,0,30,6,644.38
Manuel Jerde,,2,0,71,7,286.01
Janita Windler,114.113.170.240,1,1,35,6,138.84
Lino Gibson,247.226.159.211,1,1,28,5,831.54
Debbie Feil,88.210.148.164,1,1,39,3,181.58
Alonzo Miller,106.199.212.93,1,1,21,1,359.72
Helena Weber,,2,0,54,4,386.18
Alphonso Paucek,,4,0,56,2,167.61
Jake Mante,,4,0,50,4,2123.9
Margaret Altenwerth,10.115.129.45,3,1,56,4,402.83
Mohammed Murray,,4,0,61,4,388.69
Ann Hahn,39.65.125.238,4,1,45,4,920.0
Pam Strosin,,4,0,39,1,1855.5
Santos Von,184.157.214.157,4,1,37,8,788.09
Roland Casper,197.59.200.153,4,1,45,2,1152.4
Agustin Nolan,130.174.180.241,1,1,55,2,1391.6
Israel Schmeler,250.44.154.146,1,1,50,5,102.37
Mac Nikolaus,,4,0,38,2,702.1
Coleman Luettgen,,3,0,53,2,986.14
Lucien Pfeffer,,4,0,23,4,201.64
Steve Bednar,,2,0,45,5,80.146
Merle Wisoky,41.184.189.175,3,1,52,2,453.56
Cyrus Pouros,,4,0,62,4,1993.9
Jodi Rempel,118.82.217.109,3,1,48,5,149.92
Wynona Brown,,3,0,42,6,920.66
Deandre Farrell,38.54.124.142,4,1,45,7,1073.3
Ressie Wehner,,4,0,45,5,877.25
Ivory Kuhlman,229.104.41.15,1,1,50,7,1379.6
Merlyn Hane,24.121.9.183,1,1,24,2,1663.3
Pamella Swaniawski,,2,0,45,3,220.23
Donnetta Bailey,,4,0,60,1,639.28
Elise Beatty,64.8.148.195,1,1,50,5,810.75
Jamie Kessler,,4,0,23,7,658.87
Torie Senger,255.161.151.45,1,1,30,6,1798.3
Dina Maggio,,2,0,72,7,333.31
Lucie Effertz,,4,0,19,7,2618.2
Kathline Jacobson,,2,0,62,3,175.57
Emiko Nader,,2,0,34,5,208.28
Johnnie Stroman,,3,0,23,5,1604.0
Nickole Moen,175.2.48.21,3,1,35,4,798.41
Ferne Mraz,,2,0,71,6,299.56
Cortez Padberg,208.197.157.127,4,1,19,2,1979.3
Marva O'Kon,,3,0,29,5,1610.2
Suzann Jaskolski,,2,0,28,4,268.25
Wes Koss,,2,0,47,2,32.631
Hank Sipes,255.206.16.241,4,1,48,5,432.58
Jarred DuBuque,,2,0,46,7,298.0
Concetta Kerluke,27.129.236.98,3,1,72,3,377.04
Neida Green,196.194.163.61,1,1,43,6,508.43
Shandra Beatty,85.217.143.101,3,1,40,6,597.55
Rolande Armstrong,,3,0,62,3,351.85
Estefana Macejkovic,,4,0,30,1,2384.1
Elmo Crooks,,2,0,75,3,63.226
Reta Beatty,195.207.109.2,4,1,26,6,1973.1
Chase Rosenbaum,,2,0,83,3,487.6
Ira Huels,,4,0,30,8,2210.9
Karina McClure,,4,0,59,4,2446.8
Bryan Rogahn,,3,0,38,4,2721.8
Matt Hane,222.110.35.212,3,1,46,2,782.49
Evelin Hermiston,153.95.74.44,4,1,27,3,545.53
Iluminada Ebert,192.123.133.191,1,1,53,3,1731.0
Ivan Hintz,189.235.151.166,4,1,50,5,1038.0
Lewis Ward,103.124.212.11,4,1,37,6,1916.7
Darnell Hackett,,3,0,61,6,154.72
Rosario Hahn,201.188.160.4,1,1,59,6,413.34
Owen Hessel,,2,0,74,4,412.17
Gregg Marquardt,80.89.130.140,3,1,50,6,489.59
Oren Goodwin,134.249.248.88,1,1,20,4,468.6
Yolonda Goodwin,,4,0,52,4,2991.5
Amal Wolf,,2,0,70,7,232.95
Shea Durgan,110.207.36.119,1,1,41,6,1031.5
Inger Beier,165.199.105.4,1,1,40,5,643.76
Cole Romaguera,182.163.63.18,4,1,26,4,487.27
Ron Funk,48.120.73.106,1,1,48,7,1361.6
Rodney Koss,48.74.251.146,4,1,31,5,832.63
Alexander Trantow,103.94.3.222,1,1,30,3,508.38
Melani Murphy,,2,0,51,5,412.52
Lino Bode,,3,0,57,7,2195.7
Jacquelin Romaguera,249.136.129.142,4,1,51,8,1952.2
Chris Powlowski,10.95.30.185,4,1,48,2,501.91
Carroll Strosin,,2,0,62,3,22.642
Irvin Ledner,111.240.227.1,3,1,28,4,140.1
Melani Pollich,104.217.116.86,4,1,25,2,506.99
Briana Cartwright,,2,0,58,6,46.907
Jerald Reichel,,2,0,80,2,277.99
Deb Huel,57.12.64.43,1,1,42,8,875.94
Cathleen Breitenberg,216.188.84.71,4,1,19,7,1068.7
Bret Hammes,69.125.213.33,1,1,59,6,916.41
Cori Flatley,28.200.191.205,4,1,25,8,160.23
Hung Ratke,,2,0,71,4,79.757
Frederic Kautzer,6.43.68.97,3,1,59,8,328.85
Gisela Bashirian,200.181.167.165,4,1,33,4,1758.8
Johnson Howell,238.75.91.45,3,1,36,5,588.44
Thad Heathcote,,2,0,28,1,99.301
Marcelino Erdman,112.14.200.229,4,1,29,2,1049.0
Maura Grimes,,2,0,32,5,276.86
Mariam Mosciski,143.30.201.73,1,1,42,6,1656.2
Abel Oberbrunner,82.96.38.229,4,1,51,7,710.33
Jeffery Hintz,239.225.238.132,1,1,22,7,1738.2
Mozelle Fisher,1.67.190.173,4,1,44,8,755.12
Heath Corkery,154.200.95.19,3,1,38,2,862.38
Pablo Vandervort,,2,0,36,4,371.32
Malcolm Tremblay,246.202.81.106,4,1,35,1,1827.5
Dion Crist,,4,0,59,3,688.86
Marilou Swift,116.176.53.139,4,1,48,1,149.62
Jesse Leuschke,137.102.197.148,3,1,37,2,963.48
Marvel Bergstrom,34.92.228.108,3,1,59,7,699.2
Leland Konopelski,95.131.157.140,3,1,70,4,55.678
Elwood Conroy,,4,0,29,2,631.45
Benton Aimonetti,,2,0,59,7,50.515
Joe Goodwin,,3,0,20,4,1028.5
Scottie Gleason,39.202.184.236,4,1,25,1,1022.2
Trina Jacobs,182.101.54.203,3,1,53,2,190.57
Douglass Wolff,160.40.239.206,3,1,58,6,83.779
Reyes Schneider,,3,0,29,3,2375.1
Ollie Pagac,246.65.115.244,1,1,50,5,1165.8
Judi Nienow,,4,0,41,6,2700.0
Daniel Schaefer,106.103.33.36,4,1,51,8,1650.6
Dalia Marks,,2,0,39,4,151.6
Jennefer Breitenberg,143.203.245.168,1,1,38,6,1732.4
Trisha Paucek,54.84.127.199,1,1,42,4,399.91
Chasidy Harris,163.137.61.110,3,1,51,3,139.44
Burton Kuvalis,,2,0,41,2,465.41
Weldon Rogahn,,2,0,64,1,412.79
Johna Dooley,1.110.53.253,4,1,23,2,517.41
Odis Hickle,182.141.255.32,3,1,67,4,429.2
Larraine Christiansen,69.68.136.91,3,1,41,2,724.2
Dannie Kunze,122.209.88.202,4,1,49,7,539.21
Azucena Carroll,102.110.182.75,4,1,36,3,1215.2
Chet VonRueden,,2,0,53,4,475.14
Marjorie Mann,178.69.78.78,3,1,27,6,664.71
Arnold Satterfield,,2,0,73,3,40.789
Sebastian Kihn,,4,0,32,4,1302.3
Jae Stokes,,3,0,62,4,1874.5
Rueben Jakubowski,,2,0,72,5,91.294
Valentin Collins,157.136.18.37,1,1,54,6,800.5
Roman Zulauf,,2,0,49,6,26.98
Anjelica Tromp,,4,0,50,3,2913.2
Delisa Feest,90.43.18.141,3,1,53,4,867.81
Elmo Bashirian,,2,0,66,6,238.29
Emory Lakin,171.225.228.229,4,1,28,5,1779.1
Ashley Hamill,,4,0,30,8,1286.0
Terrance Blick,20.178.249.230,3,1,28,7,305.18
Lanny Hilll,69.253.86.100,1,1,38,2,1294.1
Murray Schmidt,,4,0,35,1,2658.0
Jeanine Weissnat,,3,0,47,2,592.5
Jadwiga Rutherford,,2,0,67,5,125.44
Del Runolfsdottir,,2,0,54,4,71.257
Refugia Wuckert,,2,0,67,5,454.39
Oliver Oberbrunner,,4,0,48,3,905.09
Bridgett Hilll,,2,0,80,6,393.37
Geraldo Russel,,2,0,50,5,255.55
Ericka Dare,,2,0,44,6,134.53
Kraig Rempel,96.237.190.167,1,1,39,8,912.57
Ming Ortiz,162.196.76.192,1,1,40,6,249.05
Annemarie Zboncak,,4,0,47,2,140.47
Bianca Jenkins,227.228.72.122,1,1,39,3,1807.0
Alvin Kirlin,49.41.72.35,4,1,21,1,756.27
Pamelia Daugherty,83.168.68.138,1,1,66,8,720.92
Cherry Harber,177.193.103.21,1,1,23,3,1096.1
Bernardo Stamm,,2,0,58,6,231.38
Johna VonRueden,,2,0,45,4,374.09
Nicole Bahringer,84.80.81.166,1,1,47,5,1775.3
Julietta Ryan,,3,0,58,4,1430.4
Leo Schinner,,2,0,59,6,5.1583
Aaron Heaney,159.157.63.8,4,1,45,4,1208.0
Ernie Cole,,2,0,54,5,494.64
Yael Lehner,58.182.136.87,3,1,26,3,124.31
Annabelle Hills,88.118.52.205,3,1,40,4,369.37
Elease Goodwin,80.234.210.214,4,1,19,7,1223.1
Alonso Runte,15.131.198.63,3,1,29,3,927.14
Lavone McClure,,3,0,46,7,2316.8
Bryan Baumbach,,4,0,49,6,725.92
Francesco Paucek,109.118.137.237,1,1,38,8,461.4
Kathern Brown,,4,0,39,8,391.46
Clement Parisian,,3,0,54,2,2340.2
Jerrell Hilll,,3,0,56,7,624.66
Tiny Halvorson,,4,0,40,2,482.78
Hildegard Pfannerstill,38.184.252.146,1,1,56,5,625.53
Lesley McClure,,2,0,39,4,314.96
Zack Hintz,,4,0,46,2,1631.5
Luis Dare,245.163.220.238,3,1,26,2,851.66
Lenard Kessler,,2,0,63,7,342.09
Sydney Kautzer,,3,0,35,1,2820.2
Royce Muller,,4,0,43,4,1223.0
Wendy Doyle,254.76.177.110,4,1,41,3,1038.0
Filiberto Renner,,2,0,43,4,313.98
Dewey Macejkovic,,2,0,72,5,136.28
Warren Christiansen,,2,0,52,6,445.33
Jordan Powlowski,116.28.192.120,1,1,40,8,1894.1
Ilana Altenwerth,252.135.24.59,3,1,36,4,312.71
Lauri Harber,182.188.81.70,1,1,63,2,111.19
Logan Schulist,,2,0,37,7,234.36
Eugenia Hilll,20.121.116.14,3,1,55,8,317.73
Ted Kunde,139.208.94.40,1,1,41,5,225.05
Lucien Simonis,69.135.206.182,4,1,33,2,667.35
Hanna Reichert,199.199.167.71,1,1,38,4,587.46
Rudolf Runolfsson,,3,0,35,5,2383.0
Hilde Lebsack,190.83.25.207,1,1,44,6,776.07
Lu Rutherford,,3,0,38,7,2066.1
Roxanne Gusikowski,147.88.77.85,4,1,47,7,1255.4
Marivel Legros,,4,0,27,7,549.49
Marilu Dooley,,4,0,22,2,130.2
Antonia Cassin,180.120.20.110,4,1,44,3,933.29
Adolph Bahringer,,4,0,53,6,556.92
Arlette Upton,,4,0,22,7,617.02
Norris Lehner,246.177.166.57,3,1,67,8,403.26
Leon Lockman,,2,0,69,8,67.813
Fredrick Kemmer,61.23.9.251,3,1,55,5,893.58
Maxima Hammes,,3,0,62,4,2531.1
Billy Smitham,74.102.103.173,3,1,36,5,451.71
Dwain Padberg,139.24.189.32,1,1,69,7,528.88
Clair McGlynn,241.168.152.19,1,1,45,3,160.02
Willy Wolf,,2,0,28,4,97.306
Ronda Beer,180.157.7.116,1,1,31,3,1523.9
Ambrose Wiegand,186.178.26.147,1,1,67,6,476.71
Vern Kreiger,,2,0,67,2,68.014
Jewell Kohler,,4,0,42,6,2901.1
Maddie Rempel,,3,0,47,3,1452.3
Ara Skiles,,2,0,60,6,119.33
Enriqueta Carter,42.182.168.98,3,1,48,1,168.64
Aldo Ryan,,2,0,43,7,13.604
Sylvie Borer,232.191.168.179,4,1,45,2,481.05
Jerald Medhurst,,3,0,36,6,1413.3
Edison Tremblay,,2,0,47,5,159.34
Tyrell Strosin,234.58.97.66,4,1,54,7,1790.9
Maisha Heaney,70.48.247.66,3,1,30,4,163.23
Beryl Kiehn,144.129.131.38,4,1,37,1,1710.3
Kerry Rolfson,65.10.239.170,1,1,36,5,1538.3
Quinton Keeling,,2,0,29,3,235.98
Nga White,201.156.29.139,4,1,27,7,1872.2
Crystal Bashirian,126.47.63.135,3,1,54,3,324.17
Van Mante,,2,0,50,8,138.96
Josh Stroman,,3,0,55,6,314.23
Wiley Dietrich,221.69.225.40,3,1,29,2,585.74
Michale Becker,230.40.22.174,1,1,23,5,152.26
Damion Tillman,,3,0,51,2,295.26
Carter Konopelski,230.16.115.96,3,1,60,6,999.37
Berneice Dare,,2,0,37,7,254.39
Layne Lynch,105.11.88.32,4,1,52,6,205.64
Reiko Goodwin,,4,0,60,3,2863.9
Michael Kertzmann,,2,0,62,8,140.01
Marquita Becker,181.233.126.75,4,1,42,4,1298.6
Corene Bogisich,253.28.164.218,1,1,52,4,1582.2
Demarcus Beer,,2,0,73,2,322.45
Lane Glover,212.7.149.78,1,1,50,5,1246.5
Tom Champlin,188.23.72.5,4,1,48,4,79.425
Tracy Ziemann,150.227.132.144,3,1,31,5,112.7
Pedro Yundt,16.44.103.68,1,1,24,6,74.815
Deandre Jakubowski,78.2.202.21,4,1,39,4,1025.3
Hildegard Sauer,245.58.165.41,3,1,47,4,640.85
Darrel Pollich,138.95.187.52,4,1,29,6,907.91
Arlen Reilly,237.198.126.66,4,1,52,3,438.3
Marcelino Windler,,2,0,51,4,238.27
Sirena Runolfsson,222.167.169.126,3,1,69,5,610.42
Brad Ullrich,,4,0,45,7,2193.2
Marvin Nitzsche,,4,0,36,3,829.62
Pat Stehr,,4,0,45,6,540.74
Francesca Weissnat,,2,0,55,2,95.53
Cary Waelchi,35.79.252.249,4,1,20,2,1469.5
Felton Beier,,3,0,22,7,1193.6
Andria Lind,,4,0,49,2,2871.8
Mahalia Kling,77.64.220.152,1,1,44,3,344.74
Joselyn Muller,173.100.252.234,3,1,50,5,120.76
Cristi Renner,,2,0,66,6,191.2
Rowena Bednar,20.18.51.167,1,1,51,4,1297.0
Jeanetta Prosacco,251.7.22.175,3,1,71,8,302.78
Annmarie Rolfson,,2,0,58,8,240.15
Georgann Collins,60.21.251.227,1,1,24,5,756.1
Yoshie Block,179.70.34.158,1,1,65,4,662.21
Louis Nader,57.132.26.119,1,1,66,3,334.23
Bertram Schuster,,2,0,42,6,448.55
Merle Bahringer,,2,0,74,3,357.57
Edwin Marks,,4,0,48,1,2568.6
Neal Gusikowski,,2,0,66,7,226.16
Raul Nienow,,2,0,73,2,218.85
Elayne Braun,,4,0,42,8,253.06
Antonina Rutherford,,4,0,33,6,1238.9
Adriana Wehner,250.221.62.239,4,1,40,8,1109.2
Annalee Hegmann,5.14.16.150,4,1,47,4,804.62
Zora Luettgen,,2,0,51,6,302.28
Hang Harber,231.173.48.241,1,1,34,8,836.96
Chelsea Harvey,237.51.152.157,4,1,30,5,1130.1
Thaddeus Langworth,92.106.141.30,3,1,33,6,879.16
Everette Heathcote,,4,0,24,5,2370.1
Mayola Kassulke,,3,0,54,6,1391.8
Malcolm Kuhn,153.229.53.182,4,1,48,6,420.96
Fairy Gibson,,4,0,38,2,2994.8
Bo Ryan,214.163.253.216,3,1,60,3,418.53
Stevie Leuschke,,2,0,62,3,403.8
Vanessa Crist,,2,0,35,3,441.85
Andera Christiansen,123.57.182.70,3,1,69,4,850.35
Shawnna Lindgren,,4,0,51,4,266.87
Piedad Kemmer,20.33.253.222,3,1,32,6,462.4
Tawnya Blanda,126.181.213.138,3,1,40,5,270.97
Renato Schmidt,,2,0,56,5,257.93
Angel Rice,24.109.48.9,1,1,31,4,819.04
Valeri Gorczany,,2,0,73,8,199.98
Jordan Monahan,155.47.132.220,4,1,26,7,1305.5
Dustin Reilly,,3,0,58,5,210.73
Therese Hintz,,2,0,29,5,298.03
Gary Pfannerstill,,4,0,21,5,1482.7
Nguyet Cremin,,2,0,65,3,375.93
Garry Collier,48.133.200.199,3,1,49,4,744.99
Malcolm Champlin,,2,0,72,7,254.37
Doreatha Farrell,,2,0,83,5,157.93
Maryrose Quigley,,3,0,24,6,518.98
Randa D'Amore,,4,0,33,8,428.77
Lisha Quigley,,2,0,65,4,167.49
Donnie Olson,57.241.126.190,3,1,31,4,991.6
Burma Beer,99.121.118.71,4,1,34,5,284.13
Nestor O'Reilly,,4,0,45,3,1301.4
Gary Feeney,52.80.87.250,3,1,71,8,96.467
Dominick Huel,,3,0,23,2,2738.7
Kristin Keeling,235.132.151.77,1,1,37,5,224.46
Fannie Bernhard,227.176.117.70,4,1,39,6,1021.8
Florine VonRueden,,2,0,78,5,274.4
Mose Corwin,99.71.140.174,1,1,59,6,840.23
Alva Dach,58.29.134.214,3,1,30,2,100.15
Mariano Lebsack,126.146.253.158,1,1,37,2,543.56
Lyman Hayes,,2,0,45,3,121.47
Brent Kirlin,181.46.144.5,1,1,20,5,1370.4
Marvin Fay,180.68.175.138,3,1,33,6,244.82
Christiane Rau,41.82.18.165,4,1,48,3,81.641
Karole Connelly,115.235.243.94,4,1,52,5,379.14
Adan Friesen,,2,0,38,8,247.96
Chantel Cassin,9.20.65.115,1,1,47,2,694.8
Mafalda Anderson,201.175.98.213,1,1,24,6,215.23
Shantell Cole,,4,0,33,4,569.67
Rickie Predovic,20.165.74.15,4,1,30,3,1039.3
Laurence Schmeler,247.130.244.88,1,1,71,3,901.93
Lyndon Tremblay,,2,0,41,7,325.62
Elwanda Beier,95.136.205.189,1,1,45,2,1628.8
Jon Hirthe,,4,0,42,8,490.67
Al Kuhn,,3,0,20,3,2539.2
Phil Weimann,,3,0,28,3,1033.8
Jessica Zulauf,60.23.64.140,1,1,39,4,939.49
Ambrose Strosin,46.203.172.173,1,1,30,1,317.17
Ned Willms,,3,0,48,8,805.59
Vern Runte,17.100.115.24,3,1,61,2,117.02
Carmela Tremblay,168.228.215.112,3,1,30,4,314.64
Giovanna Johns,,4,0,43,5,634.58
Jodee Bogisich,,2,0,53,5,33.972
Derrick Gerlach,,2,0,35,5,238.75
Rubye Botsford,,4,0,34,5,1657.4
Tomas Stark,2.40.134.86,3,1,41,1,804.45
Alden Schmeler,,4,0,37,4,1906.7
Lashay Wintheiser,64.117.101.205,4,1,51,6,557.8
Jennell Mante,43.245.183.110,1,1,48,5,1557.9
Donovan Feest,232.146.252.173,1,1,71,8,164.57
Jordan Medhurst,,2,0,56,5,175.3
Randa Wehner,99.142.119.63,4,1,30,2,1818.5
Noah Bahringer,,2,0,37,3,297.29
Elvis Ratke,,2,0,50,4,359.18
Vanna Hodkiewicz,,4,0,36,6,2555.0
Bradford Cummings,,4,0,28,3,588.24
Lyman Simonis,93.27.239.26,1,1,42,1,68.708
Lavina Champlin,,2,0,76,2,238.13
Roseline Hand,184.80.229.23,4,1,45,6,1488.1
Lavern Crona,,2,0,77,4,99.909
Jeanne Walter,,4,0,28,6,116.28
Claudia Brekke,,4,0,58,3,1388.6
Lucile Schroeder,,2,0,63,7,215.16
Bernadine Prohaska,138.156.12.84,1,1,54,8,332.52
Venetta Connelly,86.109.227.137,1,1,52,3,1444.4
Kacey Leuschke,70.162.3.156,3,1,67,8,399.05
Lewis Yundt,186.176.125.93,1,1,58,4,818.55
Herb Williamson,,3,0,27,4,2665.0
Emmitt Purdy,,4,0,28,3,2095.4
Clay Jenkins,,4,0,24,5,2247.8
Josephina Boehm,182.129.169.118,1,1,26,5,489.24
Armand Sawayn,,4,0,33,7,1906.3
Eryn McClure,166.189.38.91,4,1,41,2,664.32
Verline Gerlach,217.159.177.71,4,1,23,5,389.28
Jinny Feeney,106.198.2.46,3,1,28,4,167.09
Davida Kessler,,4,0,26,5,1194.6
Ian McKenzie,120.10.232.74,3,1,32,7,704.2
Winfred Sporer,88.194.176.212,1,1,66,4,848.35
Roxanna Schuster,68.7.120.25,3,1,74,5,964.3
Adrien Moen,,3,0,61,1,1189.2
Anderson Hamill,235.231.141.177,1,1,48,6,818.37
Zane Cummerata,,2,0,40,5,449.84
Jerrod Zulauf,,4,0,35,7,2474.3
Rossana Luettgen,,2,0,65,6,168.7
Eladia Herman,,3,0,34,2,2736.1
Vincenza Ernser,,2,0,75,4,106.3
Dario Ferry,70.103.50.34,3,1,41,6,100.48
Preston Armstrong,,2,0,53,2,480.38
Eusebio Kreiger,,2,0,36,2,465.94
Beryl Leannon,65.21.116.118,3,1,73,6,888.45
Shayna Murphy,41.165.249.170,3,1,59,3,447.93
Marcelino Gislason,,2,0,46,7,37.413
Barrett Morissette,58.180.147.24,4,1,34,6,892.66
Lyla Wunsch,92.141.185.106,3,1,71,7,687.25
Monroe Hilll,,2,0,28,7,71.757
Deanna Glover,6.217.93.36,1,1,62,8,725.32
Oretha Oberbrunner,,3,0,47,4,1621.1
Lesha Gorczany,79.132.242.121,3,1,32,2,612.44
Rebbecca Glover,234.79.67.46,1,1,33,2,685.35
Hank Padberg,,3,0,46,2,2133.6
Clifton Oberbrunner,168.40.163.184,3,1,42,5,856.22
Derick Kuvalis,183.19.154.207,1,1,32,3,812.85
Adeline Nienow,32.211.91.139,4,1,45,3,267.42
Audrea Pagac,,4,0,50,4,2907.6
Wallace Bailey,75.124.218.187,1,1,54,8,223.58
Benny Schaden,50.250.201.175,4,1,49,6,356.65
James Champlin,25.108.118.116,1,1,54,5,123.46
Lorie Koelpin,174.243.226.180,3,1,45,4,556.35
Micha Reichert,207.241.9.46,4,1,30,7,1312.8
Darrin Zieme,,2,0,44,1,434.7
Jo Bailey,5.46.70.185,1,1,74,6,952.42
Zack Huels,,4,0,26,6,1120.5
Rickey Hettinger,,4,0,31,7,2271.3
Vicky Wintheiser,,2,0,41,4,257.09
Jame Stroman,102.153.45.81,1,1,54,5,291.14
Mellissa Cormier,95.82.84.170,3,1,59,2,792.68
Annelle Howell,231.116.97.208,1,1,36,6,691.08
Lise Cartwright,,2,0,82,4,308.88
Mckenzie Stark,193.153.126.43,4,1,24,1,942.54
Thaddeus Koelpin,,4,0,47,5,1200.9
Earnest Fahey,,2,0,79,3,435.69
Oliver Will,1.65.79.252,1,1,49,6,93.509
Rickie O'Connell,,3,0,55,3,2632.8
Alysha Erdman,220.148.93.144,1,1,23,6,90.412
Ross Osinski,28.29.1.147,4,1,31,6,865.35
Un Bayer,,3,0,19,3,2374.7
Janae Greenfelder,,2,0,81,4,239.02
Gino Toy,,4,0,35,2,2936.2
Katharine Goldner,195.190.168.85,3,1,43,2,322.17
Mason Koepp,148.57.198.156,4,1,46,5,79.305
Nadine Rath,,4,0,62,6,1815.8
Timmy Lueilwitz,83.22.127.5,4,1,24,8,1753.0
Sung Hahn,10.236.217.195,4,1,32,4,590.89
Deshawn Jaskolski,,4,0,38,4,129.9
Aurelio Reinger,232.221.210.121,4,1,50,6,715.07
Hank Cartwright,248.30.13.183,1,1,53,3,1907.4
Joaquin Weissnat,,2,0,47,3,480.38
Walter Aimonetti,,2,0,74,7,287.77
Hyman Senger,,2,0,47,4,469.17
Clark Cremin,97.82.41.222,1,1,49,2,254.67
Tommy Hand,125.2.230.175,1,1,41,5,1647.5
Versie Spinka,88.246.130.238,4,1,47,5,1991.7
Lianne Tremblay,157.73.67.91,4,1,23,3,244.39
Iva Schneider,,4,0,41,6,768.57
Herta Yost,,3,0,21,5,668.17
Leopoldo Huel,,2,0,39,6,364.49
Mickey Wehner,,4,0,54,8,1738.7
Kimbra Ward,,4,0,23,5,690.51
Thanh Funk,,3,0,38,7,796.47
Lashawn Goyette,,4,0,57,2,1203.5
Lilliam Jewess,190.134.168.117,1,1,65,4,128.34
Kanesha Durgan,,3,0,36,2,273.2
Dion Rippin,,4,0,45,2,124.43
Reatha Klein,153.28.122.82,1,1,45,4,625.0
